"","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","fingerprint","algorithm","picture","conclusion","typos"
"344","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658323805.77884,6,"a2bf766343822c1c486819a4f9710ce5","No","Yes","NoMatch","Uncorrected"
"345","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658323908.39962,4,"bea4e780a88fefbd15a50cbc254b9218","No","Yes","Match","Uncorrected"
"346","No","2.0","2.0",5,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658323935.36258,6,"e7f5429e49dbaeedc95fb8ce768841c7","No","Yes","NoMatch","Uncorrected"
"347","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658324324.9505,3,"697d678ea2d2c14122e62f548c9cd094","No","No","NoMatch","Uncorrected"
"348","No","3.0","2.0",25,12,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658325149.95095,6,"9dec1ba62debc5cbe097e06e5038b2ff","No","Yes","NoMatch","Uncorrected"
"349","No","3.0","2.0",20,20,"9mm","Moderately credible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately unreliable","Moderately reliable","Weakly unscientific","No","Erroneously convicting an innocent person",1658325179.73618,4,"fa94007195bee9b226bc4dffa593c8eb","No","Yes","Match","Uncorrected"
"350","No","3.0","2.0",15,11,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658325262.73147,2,"a678a4b0c3a3c3aa2fd11cb6a0e8ef6e","No","No","Inconclusive","Uncorrected"
"351","Yes","8.0","8.0",99,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658325439.62115,4,"38d46e878fc358a476a59e31a6e3b0bb","No","Yes","Match","Uncorrected"
"352","No","4.0","4.0",46,41,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658325519.44264,6,"3ea2c991d04f65bf3cc4685117b5f640","No","Yes","NoMatch","Uncorrected"
"353","No","2.0","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658325578.53854,3,"a9478aad4eefe2901f1d0b0a37d6160f","No","No","NoMatch","Uncorrected"
"354","No","2.0","1 <br/> Not at all strong",51,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658325752.50109,5,"930cb2b17cc7f481fbce02ba2ba7f780","No","Yes","Inconclusive","Uncorrected"
"355","Yes","7.0","9 <br/> Extremely strong",98,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658326150.52549,4,"e4552fa0aab7bfc2a85e417f1b94a5b3","No","Yes","Match","Uncorrected"
"356","No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658326439.29041,6,"55ee88b3c5ade41dc72c1d29f4129bca","No","Yes","NoMatch","Uncorrected"
"357","No","7.0","9 <br/> Extremely strong",96,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658326468.44484,1,"e74cab9beff673a6dc7d0ae47ec2b0f7","No","No","Match","Uncorrected"
"358","No","1 <br/> Not at all strong","1 <br/> Not at all strong",36,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658326841.55748,6,"7999e6838a6a5ce24c4455114b22b21f","No","Yes","NoMatch","Uncorrected"
"359","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,6,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658326923.30479,3,"8b9aba96363aca8a0050ead3f75eacc9","No","No","NoMatch","Uncorrected"
"360","No","3.0","3.0",70,60,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658327110.62782,1,"bac744abc40332efc2ec7573ce0cbe6d","No","No","Match","Uncorrected"
"361","No","1 <br/> Not at all strong","3.0",20,22,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Neither scientific nor unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658327269.14237,3,"50491a715bb2c8f1f79e2a9472341e25","No","No","NoMatch","Uncorrected"
"362","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658328784.77116,3,"0999d3e11bc533a603a701a66a9f9c35","No","No","NoMatch","Uncorrected"
"363","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658328912.44477,5,"4573c6dd3617edbb2d408cff8bbc49cd","No","Yes","Inconclusive","Uncorrected"
"364","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658328915.07209,2,"a7b17446f9a8757e2495f22badf1ad04","No","No","Inconclusive","Uncorrected"
"365","No","2.0","1 <br/> Not at all strong",9,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658329627.60341,3,"3d3ab949a9f38f47ce704df005311b9a","No","No","NoMatch","Uncorrected"
"366","No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658330061.60486,2,"5d3c76c950ab4ccc582692127c7b95be","No","No","Inconclusive","Uncorrected"
"367","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658331610.63148,6,"06c88a632ab10127f24789505dcb7865","No","Yes","NoMatch","Uncorrected"
"368","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658332527.21394,6,"5939d0880616bda5786d9cb71eb57f79","No","Yes","NoMatch","Uncorrected"
"369","No","7.0","9 <br/> Extremely strong",70,96,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658332563.62768,1,"8813cb70907162059a674e196567f9bb","No","No","Match","Uncorrected"
"370","Yes","7.0","8.0",85,85,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658332610.04653,4,"4bf462cf0df3e6d8acb6f512ab4ef97f","No","Yes","Match","Uncorrected"
"371","Yes","7.0","8.0",80,82,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333179.83866,4,"b1ca88c3c5a7d5f2a27a5a65bd3f1970","No","Yes","Match","Uncorrected"
"372","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,15,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333454.89851,6,"28219119841ca168e0e1b127034dff96","No","Yes","NoMatch","Uncorrected"
"373","No","1 <br/> Not at all strong","1 <br/> Not at all strong",21,19,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658333622.96495,2,"713ab57a1d4a285e8d94852c214eb5c8","No","No","Inconclusive","Uncorrected"
"374","Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",70,70,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658333752.24835,4,"adefa5970fd29c3b906ac29c4e9abf10","No","Yes","Match","Uncorrected"
"375","Yes","8.0","9 <br/> Extremely strong",96,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333942.62277,4,"b4ac310b83f8b41e3c7b89fad03b3a91","No","Yes","Match","Uncorrected"
"376","No","3.0","2.0",25,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658334081.92339,3,"9fdb4606e9836956dca30114ef3e646f","No","No","NoMatch","Uncorrected"
"377","No","5 <br/> Moderately strong","9 <br/> Extremely strong",60,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658334785.81583,1,"749b82dc03550e56434120ac35c7961f","No","No","Match","Uncorrected"
"378","No","7.0","3.0",25,18,"9mm","Extremely noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658335045.29416,2,"18437cb315aa8b7efe8d32970680f5ea","No","No","Inconclusive","Uncorrected"
"379","No","7.0","3.0",25,18,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658335045.29416,2,"18437cb315aa8b7efe8d32970680f5ea","No","No","Inconclusive","Uncorrected"
"381","No","6.0","9 <br/> Extremely strong",90,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658335378.32224,4,"42a472eaad328b4c926ca01bd0fcdeb2","No","Yes","Match","Uncorrected"
"382","No","3.0","1 <br/> Not at all strong",25,25,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658335555.40788,2,"a0e0d37341b45ac88269c2006ee170d6","No","No","Inconclusive","Uncorrected"
"383","No","3.0","3.0",25,25,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658336091.27476,5,"fd4e13d85b0647c8bf52a5c586d01154","No","Yes","Inconclusive","Uncorrected"
"384","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658336882.59837,4,"a25fb93bc85790842fbbc20fb33f439c","No","Yes","Match","Uncorrected"
"385","Yes","8.0","8.0",97,97,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658336968.90309,1,"75239f1d55a2a66ab61b7923decacbb3","No","No","Match","Uncorrected"
"386","No","3.0","2.0",7,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658337209.86067,3,"ae8c5e1ee8007c385710ff3e6be70e8d","No","No","NoMatch","Uncorrected"
