"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"373",348,"No","3.0","2.0",25,12,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658325149.95095,6,"No","Yes","NoMatch","Uncorrected",387
"374",349,"No","3.0","2.0",20,20,"9mm","Moderately credible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately unreliable","Moderately reliable","Weakly unscientific","No","Erroneously convicting an innocent person",1658325179.73618,4,"No","Yes","Match","Uncorrected",607
"375",350,"No","3.0","2.0",15,11,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658325262.73147,2,"No","No","Inconclusive","Uncorrected",413
"376",351,"Yes","8.0","8.0",99,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658325439.62115,4,"No","Yes","Match","Uncorrected",146
"377",352,"No","4.0","4.0",46,41,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658325519.44264,6,"No","Yes","NoMatch","Uncorrected",154
"378",352,"No","4.0","4.0",46,41,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658325519.44264,6,"No","Yes","NoMatch","Uncorrected",154
"379",353,"No","2.0","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658325578.53854,3,"No","No","NoMatch","Uncorrected",429
"380",354,"No","2.0","1 <br/> Not at all strong",51,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658325752.50109,5,"No","Yes","Inconclusive","Uncorrected",357
"381",355,"Yes","7.0","9 <br/> Extremely strong",98,98,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658326150.52549,4,"No","Yes","Match","Uncorrected",559
"382",356,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658326439.29041,6,"No","Yes","NoMatch","Uncorrected",209
"383",357,"No","7.0","9 <br/> Extremely strong",96,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658326468.44484,1,"No","No","Match","Uncorrected",570
"384",358,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",36,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658326841.55748,6,"No","Yes","NoMatch","Uncorrected",307
"385",359,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,6,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658326923.30479,3,"No","No","NoMatch","Uncorrected",338
"386",360,"No","3.0","3.0",70,60,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658327110.62782,1,"No","No","Match","Uncorrected",480
"387",361,"No","1 <br/> Not at all strong","3.0",20,22,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Neither scientific nor unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658327269.14237,3,"No","No","NoMatch","Uncorrected",192
"388",362,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658328784.77116,3,"No","No","NoMatch","Uncorrected",24
"389",363,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658328912.44477,5,"No","Yes","Inconclusive","Uncorrected",165
"390",364,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658328915.07209,2,"No","No","Inconclusive","Uncorrected",421
"391",365,"No","2.0","1 <br/> Not at all strong",9,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658329627.60341,3,"No","No","NoMatch","Uncorrected",151
"392",366,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658330061.60486,2,"No","No","Inconclusive","Uncorrected",227
"393",367,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658331610.63148,6,"No","Yes","NoMatch","Uncorrected",20
"394",368,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658332527.21394,6,"No","Yes","NoMatch","Uncorrected",219
"395",369,"No","7.0","9 <br/> Extremely strong",70,96,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658332563.62768,1,"No","No","Match","Uncorrected",332
"396",370,"Yes","7.0","8.0",85,85,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658332610.04653,4,"No","Yes","Match","Uncorrected",184
"397",371,"Yes","7.0","8.0",80,82,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333179.83866,4,"No","Yes","Match","Uncorrected",453
"398",372,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,15,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333454.89851,6,"No","Yes","NoMatch","Uncorrected",107
"399",373,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",21,19,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658333622.96495,2,"No","No","Inconclusive","Uncorrected",280
"400",374,"Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",70,70,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658333752.24835,4,"No","Yes","Match","Uncorrected",444
"401",375,"Yes","8.0","9 <br/> Extremely strong",96,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333942.62277,4,"No","Yes","Match","Uncorrected",464
"402",376,"No","3.0","2.0",25,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658334081.92339,3,"No","No","NoMatch","Uncorrected",394
"403",377,"No","5 <br/> Moderately strong","9 <br/> Extremely strong",60,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658334785.81583,1,"No","No","Match","Uncorrected",289
"404",378,"No","7.0","3.0",25,18,"9mm","Extremely noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658335045.29416,2,"No","No","Inconclusive","Uncorrected",70
"405",379,"No","7.0","3.0",25,18,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658335045.29416,2,"No","No","Inconclusive","Uncorrected",70
"406",380,"No","5 <br/> Moderately strong","9 <br/> Extremely strong",57,93,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658335337.10092,1,"No","No","Match","Uncorrected",619
"407",381,"No","6.0","9 <br/> Extremely strong",90,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658335378.32224,4,"No","Yes","Match","Uncorrected",160
"408",382,"No","3.0","1 <br/> Not at all strong",25,25,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658335555.40788,2,"No","No","Inconclusive","Uncorrected",395
"409",383,"No","3.0","3.0",25,25,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658336091.27476,5,"No","Yes","Inconclusive","Uncorrected",616
"410",384,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658336882.59837,4,"No","Yes","Match","Uncorrected",401
"411",385,"Yes","8.0","8.0",97,97,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658336968.90309,1,"No","No","Match","Uncorrected",291
"412",386,"No","3.0","2.0",7,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658337209.86067,3,"No","No","NoMatch","Uncorrected",445
"413",387,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658337213.42687,3,"No","No","NoMatch","Uncorrected",14
"414",388,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Neither credible nor noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658337216.6488,5,"No","Yes","Inconclusive","Uncorrected",545
"415",389,"No","2.0","2.0",20,25,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658337619.89438,5,"No","Yes","Inconclusive","Uncorrected",114
