"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"348",357,"No","7.0","9 <br/> Extremely strong",96,98,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658326468.44484,1,"No","No","Match","Uncorrected",553
"349",358,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",36,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658326841.55748,6,"No","Yes","NoMatch","Uncorrected",297
"350",359,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,6,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658326923.30479,3,"No","No","NoMatch","Uncorrected",327
"351",360,"No","3.0","3.0",70,60,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658327110.62782,1,"No","No","Match","Uncorrected",465
"352",361,"No","1 <br/> Not at all strong","3.0",20,22,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Neither scientific nor unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658327269.14237,3,"No","No","NoMatch","Uncorrected",185
"353",362,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658328784.77116,3,"No","No","NoMatch","Uncorrected",24
"354",363,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658328912.44477,5,"No","Yes","Inconclusive","Uncorrected",160
"355",364,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658328915.07209,2,"No","No","Inconclusive","Uncorrected",407
"356",365,"No","2.0","1 <br/> Not at all strong",9,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658329627.60341,3,"No","No","NoMatch","Uncorrected",147
"357",366,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658330061.60486,2,"No","No","Inconclusive","Uncorrected",218
"358",367,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658331610.63148,6,"No","Yes","NoMatch","Uncorrected",20
"359",368,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658332527.21394,6,"No","Yes","NoMatch","Uncorrected",211
"360",369,"No","7.0","9 <br/> Extremely strong",70,96,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658332563.62768,1,"No","No","Match","Uncorrected",321
"361",370,"Yes","7.0","8.0",85,85,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658332610.04653,4,"No","Yes","Match","Uncorrected",177
"362",371,"Yes","7.0","8.0",80,82,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333179.83866,4,"No","Yes","Match","Uncorrected",438
"363",372,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,15,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658333454.89851,6,"No","Yes","NoMatch","Uncorrected",104
"364",373,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",21,19,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658333622.96495,2,"No","No","Inconclusive","Uncorrected",271
"365",374,"Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",70,70,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658333752.24835,4,"No","Yes","Match","Uncorrected",429
"366",375,"Yes","8.0","9 <br/> Extremely strong",96,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658333942.62277,4,"No","Yes","Match","Uncorrected",449
"367",376,"No","3.0","2.0",25,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658334081.92339,3,"No","No","NoMatch","Uncorrected",382
"368",377,"No","5 <br/> Moderately strong","9 <br/> Extremely strong",60,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658334785.81583,1,"No","No","Match","Uncorrected",280
"369",378,"No","7.0","3.0",25,18,"9mm","Extremely noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658335045.29416,2,"No","No","Inconclusive","Uncorrected",68
"370",379,"No","7.0","3.0",25,18,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658335045.29416,2,"No","No","Inconclusive","Uncorrected",68
"371",381,"No","6.0","9 <br/> Extremely strong",90,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658335378.32224,4,"No","Yes","Match","Uncorrected",155
"372",382,"No","3.0","1 <br/> Not at all strong",25,25,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658335555.40788,2,"No","No","Inconclusive","Uncorrected",383
"373",383,"No","3.0","3.0",25,25,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658336091.27476,5,"No","Yes","Inconclusive","Uncorrected",599
"374",384,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658336882.59837,4,"No","Yes","Match","Uncorrected",388
"375",385,"Yes","8.0","8.0",97,97,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658336968.90309,1,"No","No","Match","Uncorrected",282
"376",386,"No","3.0","2.0",7,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658337209.86067,3,"No","No","NoMatch","Uncorrected",430
"377",387,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658337213.42687,3,"No","No","NoMatch","Uncorrected",14
"378",388,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Neither credible nor noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658337216.6488,5,"No","Yes","Inconclusive","Uncorrected",529
"379",389,"No","2.0","2.0",20,25,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658337619.89438,5,"No","Yes","Inconclusive","Uncorrected",111
"380",390,"No","4.0","5 <br/> Moderately strong",60,80,"9mm","Weakly credible",NA,NA,"Weakly reliable",NA,"Weakly unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly unscientific","Yes","Erroneously convicting an innocent person",1658337882.33397,4,"No","Yes","Match","Uncorrected",278
"381",391,"No","2.0","2.0",3,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658338689.59824,6,"No","Yes","NoMatch","Uncorrected",331
"382",393,"No","2.0","2.0",10,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658339035.10706,3,"No","No","NoMatch","Uncorrected",372
"383",394,"No","2.0","1 <br/> Not at all strong",2,2,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"2.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658339076.77493,6,"No","Yes","NoMatch","Uncorrected",514
"384",395,"No","3.0","2.0",40,43,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658339463.79019,5,"No","Yes","Inconclusive","Uncorrected",322
"385",396,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",50,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658339532.10015,5,"No","Yes","Inconclusive","Uncorrected",237
"386",397,"Yes","7.0","8.0",91,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658340687.72342,4,"No","Yes","Match","Uncorrected",150
"387",400,"No","2.0","1 <br/> Not at all strong",11,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658341075.80284,6,"No","Yes","NoMatch","Uncorrected",99
"388",401,"No","7.0","8.0",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658341096.10424,1,"No","No","Match","Uncorrected",318
"389",402,"No","7.0","1 <br/> Not at all strong",3,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658341267.99659,6,"No","Yes","NoMatch","Uncorrected",163
"390",403,"No","2.0","1 <br/> Not at all strong",2,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658341315.62098,6,"No","Yes","NoMatch","Uncorrected",273
"391",404,"Yes","7.0","9 <br/> Extremely strong",90,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately unreliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658341634.86946,4,"No","Yes","Match","Uncorrected",411
